"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.989101542E0,2.068126847E0,-1.868946562E0,1.092502543E0,2.993939164E0
1.999032542E0,2.150176731E0,-2.010420822E0,-1.804719722E-1,2.949173103E0
2.008962542E0,1.618790544E0,-1.733588051E0,-9.142887658E-1,2.541994159E0
2.018893542E0,1.046545182E0,-1.703231062E0,-6.618276286E-1,2.105770329E0
2.028824542E0,8.593553442E-1,-1.911313294E0,-5.227755779E-1,2.159838980E0
2.038754542E0,5.354646206E-1,-1.898996427E0,-1.437427456E0,2.441128321E0
2.048685542E0,4.168684691E-1,-2.056937177E0,-1.622019961E0,2.652492907E0
2.058616542E0,2.764990407E-1,-2.404418638E0,-1.593736979E0,2.897874784E0
2.068546542E0,1.403986645E-1,-2.525724097E0,-1.613422215E0,3.000354186E0
2.078477542E0,1.751504213E-1,-2.513973825E0,-1.178198751E0,2.781886834E0
2.088408542E0,6.383229911E-2,-2.259199090E0,-9.563238144E-1,2.454100717E0
2.098338542E0,3.577560425E-2,-2.414735758E0,-1.560247636E0,2.875169796E0
2.108269542E0,2.925519866E-1,-2.837158789E0,-1.842675169E0,3.395660236E0
2.118200542E0,-2.111821336E-1,-2.134234444E0,7.344243193E-1,2.266921621E0
2.128131542E0,-9.471495330E-2,-2.105245849E0,1.565531180E0,2.625246442E0
2.138061542E0,1.751141685E-1,-2.744930949E0,4.999065328E-1,2.795571038E0
2.147992542E0,-5.488985986E-1,-3.323957326E0,-6.026900589E-1,3.422457784E0
2.157923542E0,-1.495642335E0,-3.452735819E0,-1.121975434E0,3.926469089E0
2.167853542E0,-1.939055409E0,-2.782536440E0,-1.472694352E0,3.697468536E0
2.177784542E0,-2.502097837E0,-8.212404151E-1,-1.832859448E0,3.208473650E0
2.187715542E0,-2.889170650E0,1.630686704E0,-2.589485645E0,4.208548690E0
2.197645542E0,-2.671707437E0,3.096001285E0,-3.158065971E0,5.166877710E0
