"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.427775808E1,-2.007028268E-1,1.884247118E0,-1.650321069E0,2.512812858E0
7.428774908E1,-9.100818403E-2,2.219459659E0,-1.339769599E0,2.594082929E0
7.429774008E1,5.668966938E-2,2.397338537E0,-7.090590978E-1,2.500642034E0
7.430773108E1,1.716620455E-1,2.474998039E0,4.823952913E-2,2.481412945E0
7.431772208E1,8.587272070E-2,2.497537594E0,4.533697128E-1,2.539805554E0
7.432771308E1,-1.366201937E-1,2.390514836E0,5.960330039E-1,2.467484874E0
7.433770408E1,-5.025244043E-1,2.207829985E0,5.678845078E-1,2.334424305E0
7.434769508E1,-9.058043097E-1,2.029192577E0,3.487402207E-1,2.249382961E0
7.435768608E1,-1.208214483E0,1.857310018E0,3.315476525E-1,2.240380902E0
7.436767708E1,-1.433488479E0,1.591789271E0,5.824341345E-1,2.219890048E0
7.437766808E1,-1.560837766E0,1.322607290E0,9.707845634E-1,2.264492712E0
7.438765908E1,-1.443142817E0,1.035196614E0,1.301106640E0,2.201629330E0
7.439765008E1,-1.209500651E0,6.782331616E-1,1.768643571E0,2.247441240E0
7.440764108E1,-1.043024355E0,3.822143608E-1,2.388753070E0,2.634412430E0
7.441763208E1,-7.702911401E-1,-2.932243433E-2,2.639448348E0,2.749708317E0
7.442762308E1,-6.000522338E-1,-5.654662821E-1,2.547554092E0,2.677656933E0
7.443761408E1,-7.201509004E-1,-8.644346742E-1,2.573834987E0,2.809001810E0
7.444760508E1,-9.625417435E-1,-1.032514789E0,2.532175915E0,2.899049544E0
7.445759608E1,-1.289734682E0,-1.241114207E0,2.146506434E0,2.794864916E0
7.446758708E1,-1.635525713E0,-1.543787724E0,1.465057304E0,2.684141911E0
7.447757808E1,-1.930003334E0,-1.781432601E0,9.809587187E-1,2.803693099E0
7.448756808E1,-2.143083474E0,-1.879057714E0,8.003908521E-1,2.960454388E0
7.449755908E1,-2.278722359E0,-1.889094313E0,7.432682329E-1,3.051835608E0
7.450755008E1,-2.331938161E0,-1.821217203E0,8.044324476E-1,3.066248400E0
7.451754108E1,-2.211836790E0,-1.676321006E0,1.010276073E0,2.953460994E0
7.452753208E1,-1.964577336E0,-1.403122426E0,1.267414983E0,2.726656816E0
7.453752308E1,-1.657445755E0,-1.100376842E0,1.450663213E0,2.462189957E0
7.454751408E1,-1.347830863E0,-8.360334322E-1,1.469696485E0,2.162315354E0
7.455750508E1,-1.047420949E0,-5.905906349E-1,1.111756255E0,1.637647677E0
7.456749608E1,-6.896467803E-1,-3.887443851E-1,5.381268579E-1,9.572436439E-1
7.457748708E1,-3.399120214E-1,-2.625750661E-1,-1.413576078E-1,4.521811815E-1
7.458747808E1,-1.370324224E-1,-1.794376729E-1,-7.555029470E-1,7.885178921E-1
7.459746908E1,-1.065199701E-1,-1.193373957E-1,-1.130543359E0,1.141803926E0
7.460746008E1,-1.581359008E-1,-4.849264048E-2,-1.364268848E0,1.374259069E0
7.461745108E1,-2.290305401E-1,3.683738552E-2,-1.394729333E0,1.413888925E0
7.462744208E1,-2.457399090E-1,1.392386865E-1,-1.275101148E0,1.306008596E0
7.463743308E1,-2.175120369E-1,2.382762671E-1,-1.164200517E0,1.208076947E0
7.464742408E1,-1.901109610E-1,2.117395559E-1,-1.035054819E0,1.073459033E0
7.465741508E1,-1.946661613E-1,1.698789005E-1,-9.272040957E-1,9.625285400E-1
7.466740608E1,-2.619400585E-1,2.062835556E-1,-8.724712336E-1,9.340083260E-1
7.467739708E1,-3.222992577E-1,2.076469801E-1,-8.929680634E-1,9.717952675E-1
7.468738808E1,-3.290082798E-1,2.250850582E-1,-1.122347901E0,1.191039270E0
7.469737908E1,-3.606269523E-1,3.512315731E-1,-1.382848960E0,1.471627216E0
7.470737008E1,-4.052961715E-1,4.769269753E-1,-1.507884650E0,1.632617666E0
7.471736108E1,-4.576086518E-1,5.528329707E-1,-1.661340732E0,1.809719039E0
7.472735208E1,-5.504761042E-1,6.390293348E-1,-1.920554234E0,2.097596481E0
7.473734308E1,-6.210229073E-1,7.128663661E-1,-2.250471098E0,2.440997351E0
7.474733408E1,-6.668838622E-1,7.630997957E-1,-2.530243410E0,2.725653517E0
7.475732508E1,-6.399399655E-1,8.350889607E-1,-2.697149842E0,2.895084455E0
7.476731608E1,-5.122488356E-1,9.143686534E-1,-2.765216694E0,2.957176402E0
7.477730708E1,-3.783274242E-1,9.346718672E-1,-2.577414068E0,2.767635528E0
7.478729808E1,-2.927342004E-1,9.035535702E-1,-2.068177133E0,2.275842486E0
7.479728908E1,-3.567930061E-1,8.597593868E-1,-1.556014836E0,1.813193212E0
7.480728008E1,-3.803635709E-1,7.121261816E-1,-1.149528099E0,1.404711712E0
7.481727108E1,-4.560656447E-1,5.724836352E-1,-7.956569463E-1,1.081112095E0
7.482726208E1,-5.923151249E-1,4.549814978E-1,-5.172546369E-1,9.085140230E-1
7.483725308E1,-6.583502164E-1,3.413671741E-1,-2.502900660E-1,7.826887453E-1
7.484724408E1,-6.978341979E-1,2.511501183E-1,6.239680767E-2,7.442730086E-1
7.485723508E1,-6.824745125E-1,1.939058771E-1,3.839843130E-1,8.067309973E-1
7.486722608E1,-6.419047031E-1,1.261628505E-1,6.407963634E-1,9.157394236E-1
7.487721708E1,-7.043101354E-1,7.652298633E-2,8.144557446E-1,1.079465930E0
7.488720921E1,-7.963879213E-1,6.052357905E-2,8.881575590E-1,1.194454132E0
7.489720021E1,-8.329624014E-1,6.471446123E-2,8.803018248E-1,1.213649713E0
7.490719121E1,-7.625088615E-1,1.507090598E-2,8.028694868E-1,1.107360063E0
7.491718221E1,-7.181314183E-1,-1.070960670E-1,8.740657693E-1,1.136298055E0
7.492717321E1,-6.278327939E-1,-2.808390269E-1,1.045569282E0,1.251502976E0
7.493716421E1,-4.131377994E-1,-4.713190569E-1,1.219290059E0,1.370945930E0
7.494715521E1,-1.993780670E-1,-5.685015352E-1,1.369166476E0,1.495848404E0
7.495714621E1,3.960611522E-3,-5.885838339E-1,1.534648526E0,1.643652248E0
7.496713721E1,6.402759612E-2,-6.306339756E-1,1.618702835E0,1.738389373E0
7.497712821E1,-5.305975445E-2,-7.690863944E-1,1.581126873E0,1.759054124E0
7.498711921E1,-2.664126668E-1,-7.587080251E-1,1.610476388E0,1.800068824E0
7.499711021E1,-2.074980953E-1,-7.672185744E-1,9.515554100E-1,1.239813494E0
7.500710121E1,2.396539807E-1,-1.075629160E0,-1.700352770E-1,1.115044446E0
7.501709221E1,5.220902477E-1,-8.548282836E-1,-1.069695479E-1,1.007349048E0
7.502708321E1,9.692743738E-1,-5.508230634E-1,3.868991500E-1,1.180080426E0
7.503707421E1,1.153765868E0,-3.420925577E-1,7.790245414E-1,1.433555800E0
7.504706521E1,1.346645632E0,-1.997379996E-1,1.146713249E0,1.779972192E0
7.505705621E1,1.565714490E0,-1.924120597E-1,1.403858006E0,2.111705843E0
7.506704721E1,1.437948150E0,-3.164817166E-1,1.845833834E0,2.361134919E0
7.507703821E1,1.037662531E0,-4.935516692E-1,2.275440463E0,2.549110841E0
7.508702921E1,7.414861478E-1,-7.299623090E-1,2.440523733E0,2.653074211E0
7.509702021E1,4.789236898E-1,-9.005513904E-1,2.645755740E0,2.835557113E0
7.510701121E1,3.264414252E-1,-9.360777571E-1,2.942059885E0,3.104596904E0
7.511700221E1,3.594234857E-1,-9.178124441E-1,3.116207508E0,3.268380969E0
7.512699321E1,3.969964875E-1,-8.507906350E-1,2.980007730E0,3.124403460E0
7.513698421E1,4.719032668E-1,-7.050918350E-1,2.283735323E0,2.436245926E0
7.514697521E1,6.903237417E-1,-4.492015252E-1,1.161172829E0,1.423605007E0
7.515696621E1,9.521841319E-1,-1.560076970E-1,5.300734878E-2,9.663347254E-1
7.516695721E1,1.252694033E0,1.397329955E-1,-7.997283626E-1,1.492760230E0
7.517694821E1,1.512259245E0,4.529900824E-1,-1.391596979E0,2.104440589E0
7.518693921E1,1.786279797E0,6.694216999E-1,-1.824851101E0,2.639886828E0
7.519693021E1,1.860563409E0,7.494985874E-1,-2.075336464E0,2.886254627E0
7.520692121E1,1.692852254E0,6.129254638E-1,-2.116487998E0,2.778659358E0
7.521691221E1,1.364228502E0,4.424164527E-1,-1.924296452E0,2.399951782E0
7.522690321E1,1.140471639E0,1.966968262E-1,-1.648083925E0,2.013838579E0
7.523689421E1,1.017934976E0,1.129809972E-2,-1.246822844E0,1.609623082E0
7.524688521E1,1.041882028E0,-9.508128136E-2,-7.813540721E-1,1.305784361E0
7.525687621E1,1.181209263E0,-8.742987078E-2,-4.531843561E-1,1.268177971E0
7.526686721E1,1.354693740E0,-4.460603278E-2,-4.070100635E-1,1.415218011E0
7.527685821E1,1.479558399E0,-1.038257193E-2,-6.180501097E-1,1.603492061E0
7.528684921E1,1.534772341E0,6.688520350E-2,-9.585749924E-1,1.810763867E0
7.529684021E1,1.539361089E0,8.998272859E-2,-1.286914278E0,2.008451596E0
7.530683121E1,1.457065476E0,1.532140070E-1,-1.632766559E0,2.193727642E0
7.531682221E1,1.293616064E0,2.067864161E-1,-1.932429344E0,2.334627660E0
7.532681321E1,1.091884712E0,2.781152842E-1,-2.207890504E0,2.478778089E0
7.533680421E1,9.009187417E-1,3.479458764E-1,-2.440728385E0,2.624857323E0
7.534679521E1,7.258262810E-1,3.772664469E-1,-2.540941476E0,2.669370215E0
7.535678621E1,5.294710784E-1,4.093679532E-1,-2.547667528E0,2.634109257E0
7.536677721E1,3.743918826E-1,4.480795906E-1,-2.515009074E0,2.581901479E0
7.537676821E1,3.215726680E-1,5.364286803E-1,-2.442279067E0,2.521089398E0
7.538675921E1,3.281002803E-1,6.354648721E-1,-2.375397445E0,2.480721351E0
7.539675021E1,4.118385480E-1,7.156084909E-1,-2.359580142E0,2.499864986E0
7.540674121E1,4.848879594E-1,8.203268608E-1,-2.243650905E0,2.437626279E0
7.541673221E1,4.904352859E-1,9.024799483E-1,-2.001397837E0,2.249575544E0
7.542672321E1,4.752643926E-1,1.005078995E0,-1.789464337E0,2.106713706E0
7.543671421E1,4.325831535E-1,1.052042442E0,-1.539697012E0,1.914311462E0
7.544670521E1,3.182020406E-1,1.016959441E0,-1.182461371E0,1.591751845E0
7.545669621E1,1.430049878E-1,9.027928475E-1,-7.020944792E-1,1.152571911E0
7.546668721E1,-2.106941103E-1,7.140798095E-1,-9.791922748E-2,7.509261998E-1
7.547667821E1,-4.762466517E-1,5.699931599E-1,4.036555159E-1,8.453643304E-1
7.548666921E1,-5.834565932E-1,4.965280847E-1,7.459538591E-1,1.069302995E0
7.549666021E1,-5.919914085E-1,4.155516762E-1,9.781801218E-1,1.216541563E0
7.550665121E1,-5.084634943E-1,4.488233565E-1,1.184976259E0,1.365337418E0
7.551664221E1,-5.478877611E-1,6.636108832E-1,1.475758293E0,1.708339235E0
7.552663321E1,-7.461990036E-1,8.897150380E-1,1.356887907E0,1.785931296E0
7.553662421E1,-7.719468523E-1,8.367199684E-1,5.529337621E-1,1.265597880E0
7.554661521E1,-3.499386075E-1,5.326068670E-1,-4.749435997E-1,7.947946444E-1
7.555660621E1,3.532655270E-1,8.487463754E-2,-2.315316135E-1,4.308214534E-1
7.556659721E1,8.012736355E-1,-2.883011704E-1,2.065335971E0,2.234003061E0
7.557658821E1,7.925975369E-1,-6.572304015E-1,4.596573408E0,4.710482963E0
7.558657921E1,3.353007609E-1,-1.053995120E0,5.861886901E0,5.965320642E0
7.559657021E1,-3.978734967E-1,-1.588648001E0,6.215780273E0,6.427910251E0
7.560656121E1,-9.211145130E-1,-2.007087617E0,5.576032900E0,5.997415739E0
7.561655221E1,-1.231299363E0,-2.226988241E0,4.737118253E0,5.377347309E0
7.562654321E1,-1.461224454E0,-2.316623718E0,4.324528191E0,5.118932157E0
7.563653421E1,-1.533612107E0,-2.058059696E0,3.860638753E0,4.635958087E0
7.564652521E1,-1.429019598E0,-1.615250932E0,3.031238109E0,3.720152828E0
7.565651621E1,-1.136380561E0,-1.244065297E0,1.824279828E0,2.483355821E0
7.566650721E1,-7.466513588E-1,-8.031364122E-1,6.795856225E-1,1.290098045E0
7.567649821E1,-1.739893104E-1,-4.415092206E-1,2.769299805E-2,4.753625713E-1
7.568648921E1,1.427906873E-1,-8.817564659E-2,-2.380419034E-1,2.912525928E-1
7.569648021E1,4.851346388E-1,2.479139768E-1,-2.791080683E-1,6.121423621E-1
7.570647121E1,6.520466255E-1,5.495790683E-1,-3.689113605E-1,9.291380662E-1
7.571646221E1,6.398119115E-1,6.144548030E-1,-5.554556662E-1,1.046635077E0
7.572645321E1,6.157387785E-1,5.893999956E-1,-7.786491501E-1,1.154478712E0
7.573644421E1,4.780973686E-1,3.582592685E-1,-1.158543336E0,1.303514272E0
7.574643521E1,2.566054244E-1,1.962735609E-1,-1.717189828E0,1.747315243E0
7.575642621E1,1.776834351E-1,8.241760097E-2,-2.092738363E0,2.101884373E0
7.576641621E1,1.610706183E-1,-1.486185706E-1,-1.991674502E0,2.003696221E0
7.577640721E1,3.149064767E-1,-3.592076503E-1,-1.654915227E0,1.722480953E0
7.578639821E1,6.344040410E-1,-3.651869765E-1,-1.099024528E0,1.320486625E0
7.579638921E1,1.205670286E0,-4.515720595E-1,-5.159740967E-1,1.387006644E0
7.580638021E1,1.684797130E0,-4.472728211E-1,-2.267556077E-1,1.757843125E0
7.581637121E1,1.860370597E0,-2.251382313E-1,-4.225911391E-1,1.921002148E0
7.582636221E1,1.647757065E0,-1.560156639E-1,-1.145611634E0,2.012925793E0
7.583635321E1,1.304246594E0,-2.572040331E-1,-2.002301817E0,2.403419576E0
7.584634421E1,9.994271493E-1,-3.659586628E-1,-2.718692154E0,2.919600554E0
7.585633521E1,7.874478210E-1,-5.145786952E-1,-3.140168813E0,3.278036833E0
7.586632621E1,6.914523274E-1,-6.613322233E-1,-3.311340204E0,3.446801500E0
7.587631721E1,7.019185511E-1,-7.189600419E-1,-3.407896446E0,3.552935600E0
7.588630796E1,7.790413521E-1,-7.137168436E-1,-3.473772347E0,3.630894033E0
7.589629896E1,8.597744434E-1,-7.461117339E-1,-3.456123111E0,3.638774763E0
7.590628996E1,8.808995564E-1,-9.003498808E-1,-3.250794041E0,3.486298299E0
7.591628096E1,7.326687659E-1,-1.084488496E0,-2.856019861E0,3.141618733E0
7.592627196E1,4.983337779E-1,-1.292215656E0,-2.405793611E0,2.775968435E0
7.593626296E1,6.733215004E-2,-1.538598612E0,-1.868122836E0,2.421095256E0
7.594625396E1,-3.487859020E-1,-1.678103676E0,-1.426596074E0,2.229991011E0
7.595624496E1,-5.881370701E-1,-1.700713251E0,-1.062026855E0,2.089553018E0
7.596623596E1,-5.548014358E-1,-1.548271661E0,-7.073639899E-1,1.790338958E0
7.597622696E1,-4.345190936E-1,-1.608333529E0,-1.435883206E-1,1.672172596E0
7.598621796E1,-3.140103178E-1,-1.635856958E0,4.234799159E-1,1.718710478E0
7.599620896E1,-1.729252633E-1,-1.430765869E0,1.097139385E0,1.811272743E0
7.600619996E1,-1.904734153E-1,-1.242901555E0,1.680208527E0,2.098615041E0
7.601619096E1,-1.072314300E-1,-1.126590495E0,1.841520343E0,2.161458280E0
7.602618196E1,9.956638813E-3,-1.140136301E0,1.736069317E0,2.077004236E0
7.603617296E1,2.650121856E-1,-1.102028535E0,1.895327007E0,2.208384661E0
7.604616396E1,5.965510672E-1,-8.557407416E-1,2.047901913E0,2.298274926E0
7.605615496E1,8.642278290E-1,-8.013287455E-1,1.934938969E0,2.265613893E0
7.606614596E1,1.182538993E0,-6.681005947E-1,1.977212584E0,2.398776037E0
7.607613696E1,1.583416789E0,-5.910249734E-1,2.459755810E0,2.984445994E0
7.608612796E1,1.860025612E0,-3.967315720E-1,2.926647209E0,3.490323065E0
7.609611896E1,1.920865890E0,-2.777197932E-1,3.301498756E0,3.829719061E0
7.610610996E1,1.826679818E0,-4.791428873E-1,3.384582428E0,3.875788342E0
7.611610096E1,1.690345553E0,-6.109975637E-1,3.263390697E0,3.725628129E0
7.612609196E1,1.721202772E0,-7.575085419E-1,3.099055871E0,3.624983512E0
7.613608296E1,1.973470366E0,-1.086218687E0,3.120060824E0,3.848276999E0
7.614607396E1,2.135548021E0,-1.343810463E0,3.288771706E0,4.145167216E0
7.615606496E1,2.130422059E0,-1.716181768E0,3.395931289E0,4.360771414E0
7.616605596E1,1.945562483E0,-1.848132083E0,2.868318894E0,3.927856775E0
7.617604696E1,1.718058431E0,-1.798385287E0,1.913289068E0,3.137927576E0
7.618603796E1,1.526216110E0,-1.685356708E0,9.151126385E-1,2.450957770E0
7.619602896E1,1.578965158E0,-1.490301196E0,6.202083170E-2,2.172090055E0
7.620601996E1,1.696794447E0,-1.151555767E0,-5.509585726E-1,2.123381131E0
7.621601096E1,1.858182569E0,-8.205190149E-1,-1.064645239E0,2.293373802E0
7.622600196E1,1.966437335E0,-5.485835067E-1,-1.525419281E0,2.548474767E0
7.623599296E1,2.071194881E0,-2.975859642E-1,-1.805180483E0,2.763527134E0
7.624598396E1,2.091547285E0,-1.694073591E-2,-2.068374769E0,2.941603511E0
7.625597496E1,2.184357946E0,2.283940706E-1,-2.275643946E0,3.162615825E0
7.626596596E1,2.272890492E0,4.178182762E-1,-2.273814937E0,3.242042206E0
7.627595696E1,2.229146302E0,5.306162190E-1,-2.110432037E0,3.115215914E0
7.628594796E1,2.069451972E0,6.541093040E-1,-1.926858702E0,2.902287874E0
7.629593896E1,1.858236217E0,6.329817058E-1,-1.871339389E0,2.712124405E0
7.630592996E1,1.563460535E0,6.162288482E-1,-1.803300018E0,2.464962027E0
7.631592096E1,1.210349009E0,5.323967327E-1,-1.663343988E0,2.124877462E0
7.632591196E1,9.785191141E-1,3.469333579E-1,-1.447441982E0,1.781277829E0
7.633590296E1,7.528538659E-1,2.074796766E-1,-1.339437477E0,1.550461065E0
7.634589396E1,5.863293303E-1,2.367613631E-1,-1.277589723E0,1.425508164E0
7.635588496E1,5.726637295E-1,2.882007810E-1,-1.240053522E0,1.395971409E0
7.636587596E1,5.867198512E-1,3.241161337E-1,-1.264065698E0,1.430787734E0
7.637586696E1,5.879494476E-1,4.691830690E-1,-1.326118689E0,1.524600959E0
7.638585796E1,6.035105695E-1,6.398056258E-1,-1.406407392E0,1.658782083E0
7.639584896E1,5.340906711E-1,8.520037861E-1,-1.540963519E0,1.840035832E0
7.640583996E1,4.744989920E-1,9.197102311E-1,-1.754256497E0,2.036770007E0
7.641583096E1,4.093259995E-1,1.068431603E0,-1.903586199E0,2.220975975E0
7.642582196E1,3.457578483E-1,1.274991805E0,-1.909141054E0,2.321631356E0
7.643581296E1,3.122262593E-1,1.383834947E0,-1.728741587E0,2.236298699E0
7.644580396E1,3.267554207E-1,1.366968215E0,-1.392380506E0,1.978407107E0
7.645579496E1,2.524678615E-1,1.353812857E0,-9.857095814E-1,1.693568024E0
7.646578596E1,1.851468942E-1,1.220859598E0,-4.870116681E-1,1.327387621E0
7.647577696E1,7.030421667E-2,1.299322069E0,-1.850415713E-1,1.314313854E0
7.648576796E1,-3.322577968E-2,1.301542549E0,8.768426120E-2,1.304915894E0
7.649575896E1,-1.266806580E-2,1.308896885E0,4.333237034E-1,1.378818685E0
7.650574996E1,4.992506213E-2,1.389980517E0,8.223056316E-1,1.615773778E0
7.651574096E1,3.708932742E-2,1.516156999E0,1.125426461E0,1.888568871E0
7.652573196E1,-9.055970259E-2,1.496214193E0,1.455253862E0,2.089167723E0
7.653572296E1,-1.750645403E-1,1.414587062E0,1.915945458E0,2.388001497E0
7.654571396E1,-3.576991052E-1,1.335130856E0,2.426993276E0,2.792994704E0
7.655570496E1,-4.681272811E-1,1.183269384E0,2.985069664E0,3.244982355E0
7.656569596E1,-6.559529310E-1,1.186869003E0,3.500057920E0,3.753576657E0
7.657568696E1,-9.108895601E-1,1.195478955E0,3.780040147E0,4.067873306E0
7.658567796E1,-1.011991573E0,1.087974825E0,3.685754380E0,3.973990628E0
7.659566796E1,-1.018042491E0,9.998071452E-1,3.253289047E0,3.552451895E0
7.660565996E1,-7.944033033E-1,1.039841057E0,2.607918992E0,2.917805254E0
7.661564996E1,-1.783933602E-1,1.045194329E0,2.175481142E0,2.420118504E0
7.662564096E1,4.399257946E-1,8.946228985E-1,2.301714342E0,2.508340835E0
7.663563196E1,6.854052101E-1,5.051810136E-1,2.760288076E0,2.888629160E0
7.664562296E1,8.016985088E-1,4.365596987E-2,3.346080267E0,3.441057903E0
7.665561396E1,5.119102818E-1,-5.231291152E-1,3.563331810E0,3.637725910E0
7.666560496E1,9.820325598E-2,-1.116178504E0,3.301165465E0,3.486142819E0
7.667559596E1,-2.575850523E-1,-1.529519787E0,2.853063508E0,3.247422396E0
7.668558696E1,-4.703761203E-1,-1.761147733E0,2.460106058E0,3.061864930E0
7.669557796E1,-5.672129551E-1,-1.883389039E0,2.227067617E0,2.971315362E0
7.670556896E1,-5.449627646E-1,-1.947379213E0,2.025359727E0,2.862053849E0
7.671555996E1,-4.482645088E-1,-1.917029678E0,1.622346820E0,2.551069004E0
7.672555096E1,-3.881015568E-1,-1.808673317E0,1.109033207E0,2.156820957E0
7.673554196E1,-4.248719917E-1,-1.688268037E0,5.644399130E-1,1.830125020E0
7.674553296E1,-5.057574029E-1,-1.503127063E0,-1.120238811E-1,1.589883917E0
7.675552396E1,-5.809109348E-1,-1.262106734E0,-9.080433547E-1,1.659793257E0
7.676551496E1,-6.149908465E-1,-9.691012231E-1,-1.826125794E0,2.156874205E0
7.677550596E1,-6.229443754E-1,-6.859644963E-1,-2.611820839E0,2.771320097E0
7.678549696E1,-5.097992907E-1,-4.736572123E-1,-3.162659544E0,3.238311576E0
7.679548796E1,-3.582540791E-1,-2.736866396E-1,-3.356086022E0,3.386231497E0
7.680547896E1,-2.869741814E-1,-1.441763678E-1,-3.108945267E0,3.125489030E0
7.681546996E1,-3.765821765E-1,-2.790321642E-1,-2.569634348E0,2.612028668E0
7.682546096E1,-5.906862368E-1,-3.738268954E-1,-2.043360965E0,2.159625156E0
7.683545196E1,-7.145758726E-1,-3.615236593E-1,-1.726586303E0,1.903265167E0
7.684544296E1,-7.730369195E-1,-4.288445900E-1,-1.707158344E0,1.922468042E0
7.685543396E1,-8.690467387E-1,-4.480060619E-1,-1.832954172E0,2.077419713E0
7.686542496E1,-9.339534637E-1,-4.307004597E-1,-1.959713037E0,2.213198397E0
7.687541596E1,-9.414332219E-1,-3.172840277E-1,-2.025677816E0,2.256177360E0
7.688540621E1,-9.477952118E-1,-2.596224780E-1,-1.723959149E0,1.984377671E0
7.689539721E1,-9.441580975E-1,-2.269333996E-1,-1.176729346E0,1.525655674E0
7.690538821E1,-8.884431955E-1,-1.914752992E-1,-7.028668964E-1,1.148919482E0
7.691537921E1,-7.205925845E-1,-1.857860680E-1,-5.207156038E-1,9.082482458E-1
7.692537021E1,-6.494467342E-1,-1.680347618E-1,-5.450751042E-1,8.643631245E-1
7.693536121E1,-7.381193210E-1,-5.938672957E-2,-6.775560540E-1,1.003707688E0
7.694535221E1,-8.081452102E-1,3.156469992E-2,-8.629151291E-1,1.182673890E0
7.695534321E1,-9.654034439E-1,1.381436127E-1,-8.471405107E-1,1.291795074E0
7.696533421E1,-1.007215933E0,1.768125654E-1,-6.118263334E-1,1.191670290E0
7.697532521E1,-9.598249809E-1,1.780454143E-1,-3.385830224E-1,1.033248579E0
7.698531621E1,-9.850400752E-1,1.010421066E-1,-1.385053360E-1,9.998485811E-1
7.699530721E1,-9.380915382E-1,9.352317198E-2,-1.515773714E-2,9.428637625E-1
7.700529821E1,-1.031372973E0,4.479452326E-2,7.689205527E-2,1.035204882E0
7.701528921E1,-1.019907461E0,5.391253430E-2,1.237949109E-1,1.028806575E0
7.702528021E1,-1.002419681E0,-2.761702993E-2,2.201868457E-1,1.026688933E0
7.703527121E1,-9.611635548E-1,4.359724190E-2,2.156833202E-1,9.860301178E-1
7.704526221E1,-7.843599064E-1,1.638981126E-1,-5.267756581E-2,8.030304975E-1
7.705525321E1,-6.403019082E-1,2.480428714E-1,-3.741738546E-1,7.819960826E-1
7.706524421E1,-5.210925300E-1,3.612639699E-1,-8.174922037E-1,1.034573624E0
7.707523521E1,-3.864021367E-1,5.541336838E-1,-1.302494184E0,1.467263388E0
7.708522621E1,-3.263181221E-1,6.439660659E-1,-1.613468993E0,1.767613646E0
7.709521721E1,-3.727806093E-1,6.672445623E-1,-1.704992536E0,1.868470025E0
7.710520821E1,-4.784374572E-1,6.604172802E-1,-1.577005171E0,1.775386914E0
7.711519921E1,-7.378710336E-1,5.844576366E-1,-1.262917889E0,1.575120943E0
7.712519021E1,-7.637626507E-1,3.222636627E-1,-1.011115733E0,1.307494658E0
7.713518121E1,-4.660679649E-1,-4.800804335E-2,-7.901272345E-1,9.185995682E-1
7.714517221E1,-1.521345745E-1,-2.977720153E-1,-2.941617250E-1,4.453585323E-1
7.715516321E1,7.179755900E-2,-5.587854728E-1,6.315279418E-1,8.462999677E-1
7.716515421E1,2.508028668E-1,-7.988504031E-1,1.770292486E0,1.958315483E0
7.717514521E1,2.086490832E-1,-1.122429178E0,2.730282505E0,2.959362136E0
7.718513621E1,1.149193492E-1,-1.609272300E0,3.221614680E0,3.603021640E0
7.719512721E1,4.662176901E-2,-1.883647632E0,3.323671398E0,3.820614290E0
7.720511821E1,1.320355564E-1,-1.861695869E0,3.032469533E0,3.560788728E0
7.721510921E1,4.149478415E-1,-1.700544997E0,2.081912243E0,2.719998821E0
7.722510021E1,1.004556985E0,-1.857996189E0,1.035464709E0,2.352333254E0
7.723509121E1,1.300116267E0,-1.663042856E0,7.014109397E-1,2.224408047E0
7.724508221E1,1.649978130E0,-1.372321341E0,7.566180110E-1,2.275558065E0
7.725507321E1,1.933654628E0,-1.019840949E0,8.643412650E-1,2.350783189E0
7.726506421E1,1.964601602E0,-6.844341338E-1,8.890843427E-1,2.262428011E0
7.727505521E1,2.000493565E0,-7.853064975E-1,6.514564222E-1,2.245679467E0
7.728504621E1,2.102751281E0,-8.190000544E-1,4.122023910E-1,2.293956157E0
7.729503721E1,2.139539915E0,-7.636293342E-1,2.777269560E-1,2.288644374E0
7.730502821E1,2.175057511E0,-7.818977170E-1,2.828947252E-1,2.328576527E0
7.731501921E1,2.231393972E0,-8.312188348E-1,4.552127552E-1,2.424306594E0
7.732500921E1,2.142366898E0,-9.202188657E-1,6.178875571E-1,2.412120171E0
7.733500021E1,1.951346548E0,-9.590839195E-1,6.756399214E-1,2.276858498E0
7.734499121E1,1.676974432E0,-1.005782196E0,6.181828415E-1,2.050851310E0
7.735498221E1,1.393757380E0,-1.074303304E0,3.711525983E-1,1.798455302E0
7.736497321E1,1.107541655E0,-1.014453178E0,-2.081807578E-1,1.516279326E0
7.737496421E1,9.814361438E-1,-9.645319895E-1,-7.656923050E-1,1.574745557E0
7.738495521E1,9.882981437E-1,-8.471924778E-1,-1.136989329E0,1.728355592E0
7.739494621E1,1.054218630E0,-7.062353311E-1,-1.127977601E0,1.697786421E0
7.740493721E1,1.071494082E0,-5.469110203E-1,-1.030119184E0,1.583779267E0
7.741492821E1,1.081695866E0,-4.159981842E-1,-8.648827171E-1,1.446078334E0
7.742491921E1,9.680558141E-1,-3.985374846E-1,-6.942036617E-1,1.256138093E0
7.743491021E1,8.586107013E-1,-3.691373188E-1,-5.727949995E-1,1.096160941E0
7.744490121E1,8.215825503E-1,-2.690121013E-1,-5.106069374E-1,1.004034283E0
7.745489221E1,7.442230102E-1,-1.054975570E-1,-6.254380667E-1,9.778396590E-1
7.746488321E1,8.254503373E-1,6.577634300E-2,-8.976815039E-1,1.221280831E0
