"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.849481583E0,-3.134691142E0,-6.891388035E-1,2.237735277E0,3.912628275E0
1.859522583E0,-3.280536780E0,-7.036884302E-1,2.413914224E0,4.133289350E0
1.869563583E0,-3.355255718E0,-8.895556283E-1,2.791626813E0,4.454461854E0
1.879604583E0,-3.420073857E0,-1.008541789E0,3.194428636E0,4.787320340E0
1.889644583E0,-3.548884510E0,-1.005578420E0,3.466321825E0,5.061734507E0
1.899685583E0,-3.627337772E0,-9.049326360E-1,3.765990458E0,5.306521131E0
1.909726583E0,-3.688130396E0,-7.377431989E-1,3.858996270E0,5.388731117E0
1.919766583E0,-3.716033016E0,-4.723591304E-1,3.643928661E0,5.225920074E0
1.929807583E0,-3.691033538E0,1.326429176E-1,3.377683883E0,5.005004609E0
1.939848333E0,-3.570370104E0,8.352969754E-1,3.159882116E0,4.840466786E0
1.949888333E0,-3.213002901E0,1.497703478E0,3.095162795E0,4.706010633E0
1.959929333E0,-2.678101075E0,2.138253089E0,3.218995128E0,4.701731731E0
1.969970333E0,-2.085793332E0,2.844448805E0,3.587843338E0,5.031306257E0
1.980010333E0,-1.574478589E0,3.595618381E0,3.881516236E0,5.520291900E0
1.990051333E0,-1.361852340E0,4.023174976E0,3.707553384E0,5.637954485E0
2.000092333E0,-1.395325018E0,4.101190866E0,3.247540065E0,5.414167978E0
2.010132333E0,-1.454379996E0,3.978654860E0,2.927666963E0,5.149383411E0
2.020173333E0,-1.422682094E0,3.731333426E0,2.796779380E0,4.875330591E0
2.030214333E0,-1.213284530E0,3.577435879E0,2.706444576E0,4.647036589E0
2.040255333E0,-8.569246566E-1,3.454931449E0,2.624205827E0,4.422366720E0
2.050295333E0,-5.315181886E-1,3.187966293E0,2.614954362E0,4.157358174E0
2.060336333E0,-3.018952525E-1,2.914981429E0,2.628763146E0,3.936832884E0
2.070377333E0,-1.844613813E-1,2.761960380E0,2.554031053E0,3.766367714E0
2.080417333E0,-3.282363743E-2,2.657801004E0,2.390563953E0,3.574881758E0
2.090458333E0,9.068446755E-2,2.437256309E0,2.053294800E0,3.188175265E0
2.100499333E0,3.981544554E-1,2.295057871E0,1.581456656E0,2.815461376E0
2.110539333E0,8.285943121E-1,2.082049652E0,1.176262738E0,2.530828583E0
2.120580333E0,1.062589869E0,1.760596048E0,6.547150024E-1,2.158112001E0
2.130621333E0,1.137094214E0,1.322598081E0,-7.205655411E-2,1.745692150E0
2.140661333E0,1.114311781E0,8.821115381E-1,-8.690336555E-1,1.665842431E0
2.150702333E0,1.093292210E0,5.989355618E-1,-1.557457345E0,1.994914796E0
2.160743333E0,1.001298112E0,5.050380492E-1,-2.174845257E0,2.446959998E0
2.170784333E0,6.142558515E-1,7.320374858E-1,-2.780450445E0,2.940083980E0
2.180824333E0,2.832376644E-1,1.159028070E0,-3.259805769E0,3.471297062E0
2.190865333E0,1.657276332E-2,1.509872704E0,-3.753810123E0,4.046119212E0
2.200906333E0,-4.348732156E-1,1.660106385E0,-4.168308715E0,4.507756146E0
2.210946333E0,-1.066547411E0,1.495256419E0,-4.336848567E0,4.709731482E0
2.220987333E0,-1.442822974E0,1.240500834E0,-4.580011169E0,4.959544613E0
2.231028333E0,-1.513418455E0,9.121475154E-1,-4.642165025E0,4.967106263E0
2.241068333E0,-1.681572975E0,3.772617692E-1,-4.613318664E0,4.924705393E0
2.251109333E0,-1.607829353E0,-3.670297265E-2,-4.255269383E0,4.549041642E0
2.261150333E0,-1.701961339E0,-6.000804466E-1,-3.581248264E0,4.010250375E0
2.271190333E0,-1.403867946E0,-1.165683371E0,-3.729181066E0,4.151680907E0
2.281231333E0,-8.066084889E-1,-1.530485308E0,-4.014794161E0,4.371678704E0
2.291272333E0,-3.409058288E-1,-1.776159582E0,-4.506488864E0,4.855862594E0
2.301313333E0,3.048366943E-1,-1.742725203E0,-4.828249447E0,5.142179428E0
2.311353333E0,1.054169075E0,-1.593897777E0,-4.814720160E0,5.180088105E0
2.321394333E0,1.589519674E0,-1.568760597E0,-4.725964689E0,5.227076128E0
2.331435333E0,1.999254541E0,-1.473277320E0,-4.570981899E0,5.202061159E0
2.341475333E0,2.342229699E0,-1.267634254E0,-4.480627799E0,5.212385446E0
2.351516333E0,2.608397002E0,-1.100487501E0,-4.459335163E0,5.282090283E0
2.361557333E0,2.806205091E0,-9.647654396E-1,-4.384391400E0,5.294189959E0
2.371597333E0,2.887915837E0,-8.892504036E-1,-4.229954156E0,5.198397476E0
2.381638333E0,2.920980965E0,-9.269351238E-1,-4.080055520E0,5.102763130E0
2.391679333E0,2.909485339E0,-1.068669292E0,-3.984297423E0,5.047948588E0
2.401719333E0,2.771714705E0,-1.345429119E0,-4.023556214E0,5.067700319E0
2.411760333E0,2.433809375E0,-1.695092615E0,-4.295851107E0,5.220258976E0
2.421801333E0,1.836519220E0,-1.923758508E0,-4.650213425E0,5.357063985E0
2.431841333E0,1.307956653E0,-1.971191121E0,-4.805445306E0,5.356178641E0
2.441882333E0,7.565811735E-1,-1.997533997E0,-4.768994933E0,5.225501872E0
2.451923333E0,2.098895334E-1,-1.611783825E0,-4.426741321E0,4.715711976E0
2.461964333E0,-1.781068466E-1,-6.565727359E-1,-3.143993185E0,3.216753480E0
2.472004333E0,-5.603726629E-1,8.869109327E-1,-1.827631744E0,2.107336308E0
2.482045333E0,-1.770488075E0,2.726494678E0,1.575672591E-1,3.254724058E0
2.492086333E0,-3.182170241E0,4.713986667E0,2.199522554E0,6.098014202E0
2.502126333E0,-5.422623596E0,6.526870857E0,4.215615613E0,9.475035876E0
2.512167333E0,-7.813192812E0,8.341105168E0,6.508719345E0,1.315231709E1
2.522208333E0,-9.322435770E0,9.863415484E0,8.373264855E0,1.594698523E1
2.532248333E0,-8.948774132E0,1.041642175E1,9.450711402E0,1.667028334E1
2.542289333E0,-6.749648604E0,1.016643691E1,9.818341638E0,1.566250389E1
2.552330333E0,-4.877460199E0,8.415587001E0,8.925769431E0,1.320155606E1
2.562370333E0,-3.988418833E0,4.756322848E0,7.237206402E0,9.534529266E0
2.572411333E0,-3.553269629E0,1.314264629E0,5.203957611E0,6.436939598E0
2.582452333E0,-3.236940525E0,4.195418161E-1,3.308252290E0,4.647400619E0
2.592492333E0,-2.891774415E0,9.317660934E-1,2.120647708E0,3.705090285E0
2.602533333E0,-2.538955469E0,2.407710328E0,1.725906857E0,3.901553328E0
2.612574333E0,-1.875647325E0,4.247716827E0,1.730762823E0,4.955470824E0
2.622615333E0,-7.962747046E-1,5.210263833E0,1.583000321E0,5.503343769E0
2.632655333E0,4.672109494E-1,4.732490181E0,9.028081964E-1,4.840435107E0
2.642696333E0,1.371317959E0,3.096950873E0,1.302443898E-1,3.389480971E0
2.652737333E0,1.843879403E0,9.146051002E-1,-5.487015474E-1,2.130133125E0
2.662777333E0,1.918450698E0,-1.410229717E0,-1.485034609E0,2.806159070E0
2.672818333E0,1.958580724E0,-3.239966751E0,-2.302748276E0,4.431260839E0
2.682859333E0,1.895313558E0,-4.513067567E0,-2.990094177E0,5.735909303E0
2.692899333E0,1.645492146E0,-5.351441347E0,-3.358744751E0,6.528915316E0
2.702940333E0,1.291274546E0,-5.622123578E0,-3.593965081E0,6.796487952E0
2.712981333E0,8.450322971E-1,-5.474127626E0,-3.895886061E0,6.771859497E0
2.723021333E0,8.798977822E-1,-4.891490593E0,-4.439820081E0,6.664300614E0
2.733062333E0,1.678159078E0,-3.583390099E0,-5.174906890E0,6.514335255E0
2.743103333E0,2.833060476E0,-1.894487346E0,-5.896457394E0,6.810545042E0
2.753143333E0,5.673890147E0,6.346532786E-1,-1.195390267E1,1.324732438E1
2.763184333E0,8.051931703E0,2.256546940E0,-1.678057220E1,1.874868560E1
2.773225333E0,5.257211713E0,-5.180399179E-2,-8.725271915E0,1.018682132E1
2.783266333E0,3.257073073E0,-1.851443653E0,-3.205168802E0,4.930464040E0
2.793306333E0,2.861729667E0,-2.498010634E0,-1.200054474E0,3.983677265E0
2.803347333E0,2.976143889E0,-2.611531987E0,-2.828982335E-1,3.969579723E0
2.813388333E0,3.150483594E0,-2.389891523E0,7.445103277E-1,4.023856856E0
2.823428333E0,3.043500305E0,-2.177835816E0,1.720957042E0,4.119169345E0
2.833469333E0,2.609015637E0,-1.936613027E0,2.387129152E0,4.031850469E0
2.843510333E0,2.073063359E0,-1.446940291E0,2.324813036E0,3.434528141E0
2.853550333E0,1.140678338E0,-9.234402430E-1,1.834268042E0,2.349133500E0
2.863591333E0,3.455874020E-1,-4.198932338E-1,1.421287386E0,1.521774890E0
2.873632333E0,-5.821438202E-1,-3.530338311E-1,1.503013920E0,1.650022774E0
2.883672333E0,-1.259443474E0,-2.570529556E-1,2.730093055E0,3.017562290E0
2.893713333E0,-1.300238036E0,3.718057323E-1,3.215346465E0,3.488167333E0
2.903754333E0,-1.950929057E0,4.731894350E-1,2.320680224E0,3.068483197E0
