max,min,ptp,mean,median,var,skew,kurt,rms,zero
301.1540992,-57.86011209,359.01421129000005,30.88136745749009,2.292077912,"0    7360.391349
1      62.104069
2      22.493261
3      74.389303
4      86.313562
dtype: float64",[ 0.00825797  3.42247735  3.51240334 -0.19503667  4.18425631],[-1.11232232 26.43076305 41.07992572 10.7622887  28.6690135 ],76.31243224744355,2.04
304.0461,-30.02020391,334.06630391000004,31.544717322106397,2.370393192,"0    7135.398456
1      80.127250
2      17.365095
3      60.280296
4      75.471201
dtype: float64",[-0.06733083  2.87023101  2.46362673  0.2681877   3.05427421],[-1.14128354 15.14547458 20.97409983  3.98466348 16.45073128],76.99630140345405,2.136
298.4729756,-31.90089066,330.37386626,28.841941866911743,2.2483863614999997,"0    6334.332982
1      52.011324
2      12.285804
3      52.746892
4      56.774380
dtype: float64",[ 0.10151915  2.05040446 -0.39886045  1.07215709  2.2653627 ],[-0.97102871  9.32863818  4.47398451  7.73953703  5.98947494],70.63859453707508,1.984
303.774975,-50.85305677,354.62803177,30.95765754104984,2.285031856,"0    7149.832923
1      65.741446
2      24.440440
3      54.863563
4      84.019709
dtype: float64",[0.0472981  3.58179379 2.77813238 0.25742924 4.31501205],[-1.13577289 26.18327354 24.21781009 15.58552176 25.08507436],76.08380568983856,1.96
304.015975,-35.45643749,339.47241249,29.37516889945165,2.222648901,"0    6678.497569
1      55.660131
2      16.959552
3      73.525061
4      72.497627
dtype: float64",[ 0.1827095   2.51069799 -2.10459789  1.9592444   2.83240541],[-0.95083122 15.18495693 22.5150027   8.95640158 11.35100489],72.38894066507993,2.048
299.712058,-32.55266576,332.26472376000004,29.389007775985565,2.5152944440000002,"0    6540.071312
1      53.114056
2      16.172409
3      80.716513
4      78.960633
dtype: float64",[0.14965197 2.57876298 0.60760048 2.43648155 3.33660058],[-0.97629272 21.31524204  5.78223337 16.40763987 16.1806408 ],71.91175837702977,2.056
303.634392,-25.90637663,329.54076863,28.102628044791526,2.4087058409999997,"0    6685.762396
1      62.511178
2      39.806641
3      50.620251
4      81.944207
dtype: float64",[0.33538929 3.20042431 5.5825944  0.99719094 3.6456572 ],[-0.9490594  22.77844105 53.48780786  4.53366293 19.2394587 ],69.45326400484433,1.936
304.146517,-30.79196388,334.93848088000004,29.242395029959443,2.5757034655,"0    6807.281372
1      61.551166
2      20.162312
3      58.614690
4      64.750624
dtype: float64",[0.25386441 3.10051846 1.54107802 0.57278656 3.36118806],[-1.00569329 25.74158157  8.86714112  2.399257   20.40580488],71.9849188459933,2.0
304.7992252,-45.85436567,350.65359087,31.412499481003493,2.10000002,"0    7087.381524
1     109.482405
2      23.289318
3      69.486965
4     123.316285
dtype: float64",[-0.01604497  2.76883531 -1.60327149  2.28061895  3.46697688],[-1.18918162 16.20804818 26.09728236 12.62029862 14.24128952],76.34207426459034,2.104
302.7607662,-21.4969305,324.2576967,30.032782374268958,2.2721541775,"0    6728.040060
1      37.175070
2      10.981946
3      59.734293
4      43.420786
dtype: float64",[0.15372482 1.00491715 0.33354767 1.49674445 1.68678167],[-1.02107494  5.18672428  3.05522819  5.70663979  4.25876847],73.5542603205643,2.064
304.3774753,-72.56123314,376.93870844,31.49501898175405,2.4675119700000003,"0    7279.097444
1      81.359120
2      30.069320
3      76.146250
4     104.464788
dtype: float64",[ 0.0670457   3.31076283  2.15478914 -1.8972054   3.3296543 ],[-1.14635924 15.45115206 21.21791136 18.53121785 14.8382492 ],76.91504243448166,2.024
301.6260571,-73.68100768,375.30706478,28.428095438691276,2.3988821445,"0    7185.441277
1      79.553687
2      19.486198
3      78.803581
4      94.026498
dtype: float64",[ 0.31954893  1.82782219 -0.45463807 -1.82769869  3.22808765],[-1.01140538 15.98204536 10.67229156 18.61849945 14.76210688],71.16264050467917,1.96
301.8871401,-26.51242884,328.39956894,30.63971699586421,2.379833435,"0    7244.957315
1      47.762750
2      13.255674
3      54.995847
4      52.956920
dtype: float64",[0.07176185 1.55129123 0.50459232 1.68653079 2.494182  ],[-1.13771091  7.26552596 11.24764075  9.8535315   8.71056655],75.66074659285523,2.0
304.3272662,-50.81432014,355.14158634,28.36714108213591,2.5446499395,"0    7186.179801
1      53.204850
2      16.391797
3      60.867230
4      61.528473
dtype: float64",[ 0.28628588  1.71792952  1.02261922 -0.32889242  2.57925158],[-0.99401592 10.19967547  6.21164979 10.87956773  9.56494215],70.95509194545147,1.952
304.9398093,-42.1135884,347.0533977,30.423689417850472,2.8091341974999997,"0    7202.422403
1      66.236190
2      25.195311
3      76.765279
4      88.568530
dtype: float64",[0.10023936 2.67326526 4.4451083  0.64258766 3.87499775],[-1.10065894 22.84452096 36.41350061  4.70216515 26.14768383],74.17227312023768,1.904
300.139891,-41.22757619,341.36746718999996,30.35363305879842,2.6085927704999996,"0    6509.011651
1      37.891535
2      13.880090
3      75.751311
4      58.776324
dtype: float64",[-0.00385843  1.34681127 -0.75217566  0.64520991  2.2226002 ],[-1.03614744  8.68855051  5.80928617  5.79868864  5.98961113],73.84534158326883,1.88
298.1516431,-31.01158763,329.16323073,30.459900513349222,2.3406817945,"0    7151.364731
1      68.410182
2      24.011642
3      71.833744
4      90.935622
dtype: float64",[-0.00614477  3.90873933  1.2696296   1.89194894  3.48279587],[-1.17425    27.38192777 15.19135622 10.43796649 15.30050837],74.81103462690457,1.976
301.9567757,-49.93203611,351.88881181,30.394883883535698,2.4874788545,"0    7313.469253
1      81.936010
2      28.218077
3      74.503765
4     105.228726
dtype: float64",[0.0256496  2.71063088 3.40263734 1.30964049 3.53890645],[-1.21628966 23.61352905 31.11818358  9.04737285 16.61275435],74.71223285985225,1.928
303.252808,-23.06232836,326.31513636,28.826019039389827,2.5559889924999997,"0    7103.776219
1      38.488411
2      17.983942
3      66.313638
4      53.321957
dtype: float64",[0.21130879 0.71962794 1.40125014 1.5182677  2.00073072],[-1.12842421  3.41010605 15.85365169  5.9759093   4.91456918],72.0001832757764,2.056
299.4405194,-69.21653691,368.65705631000003,30.023656115566705,2.2307498485,"0    7050.823853
1      75.232494
2      26.250719
3      96.416583
4     115.873910
dtype: float64",[ 0.09478848  2.81834518  3.23009253 -1.61928865  4.26213709],[-1.12411316 26.05296074 46.14107626 17.30194138 23.77787059],74.08556880263787,1.992
302.3731358,-23.42190172,325.79503752,30.770719933945536,2.259575486,"0    7476.852331
1      86.173808
2      21.998906
3      68.866645
4     100.135934
dtype: float64",[0.14364657 4.10152467 2.63261666 1.36430063 3.72209468],[-1.05951222 25.26354576 21.49601935  5.62319575 19.32375344],75.43111821747972,1.976
303.3231,-27.99822739,331.32132739,31.400852222575118,2.6355179,"0    6474.515844
1      57.153477
2      17.623420
3      58.609420
4      58.103171
dtype: float64",[ 0.02974921  1.51269949 -1.87345312  0.83249484  2.28561056],[-0.99553568  8.05351383 10.44751623  5.07058102  6.8975711 ],75.9117490055671,1.944
304.8996423,-53.17151052,358.07115281999995,28.992208275825284,2.499179796,"0    6651.956474
1      75.548489
2      16.684693
3      93.320696
4      98.212050
dtype: float64",[ 0.19066498  1.03484156 -0.25939239  0.23238817  2.72235628],[-0.94518014 17.28183938  4.02287668  6.87881527  9.75014251],71.3028370564736,1.896
304.6787252,-51.94212642,356.62085162,32.10242194868613,2.5443444619999998,"0    7214.826138
1      97.650160
2      13.637649
3      50.389206
4      83.842654
dtype: float64",[-0.06011565  2.70992723  0.57886447  1.12835201  3.59880648],[-1.12302214 21.34026533  3.78944191  5.56371177 17.50524555],78.1131959387657,2.104
298.8793407,-37.63147074,336.51081144,29.640609020911757,2.5145982465,"0    6904.457011
1      85.226440
2      27.694221
3      95.948514
4     114.819880
dtype: float64",[0.23862891 3.54904246 2.53066941 1.0822922  3.59691629],[-1.02867913 22.45829745 17.94186642  4.74562845 18.62135954],72.22789617071402,2.0
303.1122252,-39.8059637,342.9181889,28.39934890225614,2.1607419065,"0    6599.600201
1      79.887707
2      11.202939
3      53.625500
4      75.704013
dtype: float64",[0.19987532 2.85492601 0.46411268 0.68527721 3.59365068],[-1.03374807 24.54875128  2.58672423  4.36245256 18.99444979],70.53502160138886,2.008
302.6904742,-50.1337744,352.8242486,31.04545897053813,2.505999759,"0    6330.090062
1      80.440628
2      19.624465
3      69.870681
4      91.312018
dtype: float64",[-0.04315218  0.93484874  2.89959184  0.14757579  2.72298481],[-0.93771929 15.91350629 29.67468912  6.69576653  8.78515169],74.56357238070005,1.84
301.0737652,-45.01411142,346.08787662000003,28.073580213352805,2.49942834,"0    7067.675025
1      67.063365
2      18.193376
3      60.272691
4      73.676425
dtype: float64",[ 0.16720714  1.15850261 -0.89804022 -0.01323451  3.12156514],[-1.06056292 15.41780404 17.97229586  8.73167711 13.33758817],70.46510367154282,2.008
302.2486412,-24.32163852,326.57027972000003,30.08508727447499,2.3235440815,"0    6763.072843
1      45.823190
2      14.998233
3      51.222445
4      55.009264
dtype: float64",[0.05360146 2.1703014  2.63762264 1.60539405 3.98349172],[-1.05843208 17.1088145  28.96972219 11.29169973 25.25579642],74.09475362111439,2.056
302.5197662,-53.99227717,356.51204337,27.518137164915593,2.059954585,"0    6547.433375
1      52.763527
2      15.384300
3      63.957266
4      69.814199
dtype: float64",[ 0.26166435 -0.92952732 -2.29376004  0.34502771  3.27508884],[-0.93947039 16.75473681 16.14418797 10.55876641 14.39067686],69.44763053034306,2.048
300.9249297,-27.6707225,328.5956522,29.542639663379717,2.458338445,"0    6646.943021
1      80.327302
2      12.225560
3      74.217627
4      89.781824
dtype: float64",[0.07907814 3.15705233 0.55797311 2.18945351 3.26442775],[-1.073708   18.01618374  7.25516308 15.78012084 14.38916246],72.27000104436955,2.072
303.945684,-49.35049543,353.29617943000005,30.23175559334926,2.5033213675,"0    6421.712181
1      60.045873
2      18.906394
3     100.468641
4      92.769695
dtype: float64",[ 0.10566923  1.82356857 -0.74061032  1.05625437  2.82532314],[-1.04172373 11.05716824  6.88745706 10.47971008 10.67850478],73.5653619358306,1.912
304.8092673,-47.81256545,352.62183275,28.855377536948065,2.531480565,"0    6897.224276
1      50.617074
2      14.127928
3      62.486465
4      60.858524
dtype: float64",[ 0.11516854  0.89702039 -1.33932909 -0.51592949  2.14486093],[-1.12124926  9.32240125 10.63592412  8.47013636  5.50576651],71.72026308017928,2.0
304.7289343,-67.03269542,371.76162972,29.13803588265633,2.2540201095,"0    6967.103169
1      51.866783
2      14.019646
3      69.292246
4      70.473168
dtype: float64",[ 0.1353842   1.88582976 -0.80596772 -1.52757294  3.45322707],[-1.03932283 13.90688567  5.18536271 20.81816268 16.43679406],72.91292281507424,2.064
301.3348491,-46.90949807,348.24434716999997,29.585064047683396,2.4473382245,"0    7140.502982
1      46.018867
2      10.272375
3      79.420101
4      65.352318
dtype: float64",[ 0.15989835  1.73817952 -1.38209721  0.18448174  2.4797223 ],[-0.9932679   9.04032859  7.83827849  9.37469924  7.53529827],73.09744078312738,2.0
300.4813072,-24.98461454,325.46592174,28.97627437363131,2.6994381494999997,"0    6931.266840
1      80.919038
2      30.280218
3      77.709790
4     102.460281
dtype: float64",[0.22156065 3.89146078 2.90573761 1.87685806 3.57919225],[-1.02453449 26.15851636 35.8123668   7.79690407 16.5575198 ],71.2491123492447,1.92
295.9648162,-45.99414687,341.95896307,31.254601523916993,2.57587934,"0    5976.830301
1      93.982931
2      31.872097
3      70.622686
4     112.827723
dtype: float64",[-0.00958166  3.78647502  5.93257018 -0.19346226  3.99331808],[-1.07621095 23.07567743 59.81980387  5.33352931 23.40052776],74.46896846193874,2.016
301.3047241,-55.58061483,356.88533893,30.28942071998404,2.568469693,"0    7224.713439
1      97.075807
2      16.153819
3      56.129666
4      92.080626
dtype: float64",[ 0.21433563  3.76971651 -0.18147958 -1.39164166  3.62570913],[-0.9883595  21.39954891  3.5813832  12.07104838 17.92101853],74.42869384348985,1.96
304.7088502,-31.04434608,335.75319628,30.470090612801165,2.084426638,"0    7076.000558
1      41.441922
2      12.420167
3      63.482405
4      54.262468
dtype: float64",[ 0.16629566  1.98360904 -0.65489578  0.78848683  2.26355794],[-1.05778951 14.7301598   3.96449492  5.62251633  6.30810326],75.30718334264674,2.072
304.5682672,-41.77136257,346.33962977,28.36272528899452,2.216474509,"0    6449.174783
1      38.539145
2      14.414615
3      46.742738
4      45.189224
dtype: float64",[ 0.22164383 -0.06786456 -2.63869223  0.5061337   2.6186101 ],[-0.98184512 13.59506471 20.16739607  6.09874693 10.94703108],70.68817833595537,2.016
302.9314742,-52.4922044,355.4236786,28.393806042014447,2.4273616765,"0    7008.050163
1      64.062784
2      25.020280
3      88.937800
4     100.105927
dtype: float64",[ 0.27128241 -0.65605808 -2.52336139  2.95088247  3.50139083],[-1.03992513 11.37273413 31.14781128 15.6811316  16.6833976 ],70.61963709026764,2.12
